,chromosome,gene_id,new_start,tss_same,tss_len,n_tss_same,n_iso,max_tss_size,num_tss_1_iso,tss_class,gene_name,tss_same_name,filter,idx
49675,2,ENSMUSG00000027597,155074497,['ENSMUST00000054607'],1,1,3,2,1,49675,Ahcy_ENSMUSG00000027597,Ahcy-201_ENSMUST00000054607,0,9749
49676,2,ENSMUSG00000027598,155133509,"['ENSMUST00000126648', 'ENSMUST00000155360', 'ENSMUST00000029126']",3,3,7,3,4,49676,Itch_ENSMUSG00000027598,Itch-204_ENSMUST00000126648,0,9750
49676,2,ENSMUSG00000027598,155133509,"['ENSMUST00000126648', 'ENSMUST00000155360', 'ENSMUST00000029126']",3,3,7,3,4,49676,Itch_ENSMUSG00000027598,Itch-207_ENSMUST00000155360,0,9750
49676,2,ENSMUSG00000027598,155133509,"['ENSMUST00000126648', 'ENSMUST00000155360', 'ENSMUST00000029126']",3,3,7,3,4,49676,Itch_ENSMUSG00000027598,Itch-201_ENSMUST00000029126,0,9750
49677,2,ENSMUSG00000027598,155133524,['ENSMUST00000138468'],1,1,7,3,4,49677,Itch_ENSMUSG00000027598,Itch-205_ENSMUST00000138468,0,9751
49678,2,ENSMUSG00000027598,155133531,['ENSMUST00000142147'],1,1,7,3,4,49678,Itch_ENSMUSG00000027598,Itch-206_ENSMUST00000142147,0,9752
49679,2,ENSMUSG00000027598,155133559,['ENSMUST00000109685'],1,1,7,3,4,49679,Itch_ENSMUSG00000027598,Itch-202_ENSMUST00000109685,0,9753
49680,2,ENSMUSG00000027598,155133561,['ENSMUST00000123497'],1,1,7,3,4,49680,Itch_ENSMUSG00000027598,Itch-203_ENSMUST00000123497,0,9754
49689,2,ENSMUSG00000027605,155517948,['ENSMUST00000029135'],1,1,10,2,8,49689,Acss2_ENSMUSG00000027605,Acss2-201_ENSMUST00000029135,0,9755
49690,2,ENSMUSG00000027605,155518033,['ENSMUST00000149788'],1,1,10,2,8,49690,Acss2_ENSMUSG00000027605,Acss2-208_ENSMUST00000149788,0,9756
49691,2,ENSMUSG00000027605,155518057,['ENSMUST00000065973'],1,1,10,2,8,49691,Acss2_ENSMUSG00000027605,Acss2-202_ENSMUST00000065973,0,9757
49692,2,ENSMUSG00000027605,155518069,['ENSMUST00000131054'],1,1,10,2,8,49692,Acss2_ENSMUSG00000027605,Acss2-204_ENSMUST00000131054,0,9758
49693,2,ENSMUSG00000027605,155518107,"['ENSMUST00000103142', 'ENSMUST00000133654']",2,2,10,2,8,49693,Acss2_ENSMUSG00000027605,Acss2-203_ENSMUST00000103142,0,9759
49693,2,ENSMUSG00000027605,155518107,"['ENSMUST00000103142', 'ENSMUST00000133654']",2,2,10,2,8,49693,Acss2_ENSMUSG00000027605,Acss2-205_ENSMUST00000133654,0,9759
49694,2,ENSMUSG00000027605,155549221,['ENSMUST00000143169'],1,1,10,2,8,49694,Acss2_ENSMUSG00000027605,Acss2-206_ENSMUST00000143169,0,9760
49695,2,ENSMUSG00000027605,155549232,['ENSMUST00000151781'],1,1,10,2,8,49695,Acss2_ENSMUSG00000027605,Acss2-209_ENSMUST00000151781,0,9761
49696,2,ENSMUSG00000027605,155568550,['ENSMUST00000153975'],1,1,10,2,8,49696,Acss2_ENSMUSG00000027605,Acss2-210_ENSMUST00000153975,0,9762
49697,2,ENSMUSG00000027605,155572862,['ENSMUST00000148870'],1,1,10,2,8,49697,Acss2_ENSMUSG00000027605,Acss2-207_ENSMUST00000148870,0,9763
49713,2,ENSMUSG00000027613,155822480,['ENSMUST00000134811'],1,1,7,3,4,49713,Eif6_ENSMUSG00000027613,Eif6-205_ENSMUST00000134811,0,9764
49714,2,ENSMUSG00000027613,155826436,"['ENSMUST00000154841', 'ENSMUST00000129830', 'ENSMUST00000138962']",3,3,7,3,4,49714,Eif6_ENSMUSG00000027613,Eif6-207_ENSMUST00000154841,0,9765
49714,2,ENSMUSG00000027613,155826436,"['ENSMUST00000154841', 'ENSMUST00000129830', 'ENSMUST00000138962']",3,3,7,3,4,49714,Eif6_ENSMUSG00000027613,Eif6-203_ENSMUST00000129830,0,9765
49714,2,ENSMUSG00000027613,155826436,"['ENSMUST00000154841', 'ENSMUST00000129830', 'ENSMUST00000138962']",3,3,7,3,4,49714,Eif6_ENSMUSG00000027613,Eif6-206_ENSMUST00000138962,0,9765
49715,2,ENSMUSG00000027613,155826663,['ENSMUST00000109638'],1,1,7,3,4,49715,Eif6_ENSMUSG00000027613,Eif6-202_ENSMUST00000109638,0,9766
49716,2,ENSMUSG00000027613,155826766,['ENSMUST00000134278'],1,1,7,3,4,49716,Eif6_ENSMUSG00000027613,Eif6-204_ENSMUST00000134278,0,9767
49717,2,ENSMUSG00000027613,155826925,['ENSMUST00000029142'],1,1,7,3,4,49717,Eif6_ENSMUSG00000027613,Eif6-201_ENSMUST00000029142,0,9768
49722,2,ENSMUSG00000027620,156164923,['ENSMUST00000148794'],1,1,25,2,21,49722,Rbm39_ENSMUSG00000027620,Rbm39-220_ENSMUST00000148794,0,9769
49723,2,ENSMUSG00000027620,156165212,['ENSMUST00000135274'],1,1,25,2,21,49723,Rbm39_ENSMUSG00000027620,Rbm39-209_ENSMUST00000135274,0,9770
49724,2,ENSMUSG00000027620,156168148,['ENSMUST00000130516'],1,1,25,2,21,49724,Rbm39_ENSMUSG00000027620,Rbm39-206_ENSMUST00000130516,0,9771
49725,2,ENSMUSG00000027620,156169231,['ENSMUST00000131625'],1,1,25,2,21,49725,Rbm39_ENSMUSG00000027620,Rbm39-207_ENSMUST00000131625,0,9772
49726,2,ENSMUSG00000027620,156172961,['ENSMUST00000150272'],1,1,25,2,21,49726,Rbm39_ENSMUSG00000027620,Rbm39-221_ENSMUST00000150272,0,9773
49727,2,ENSMUSG00000027620,156177383,['ENSMUST00000140001'],1,1,25,2,21,49727,Rbm39_ENSMUSG00000027620,Rbm39-214_ENSMUST00000140001,0,9774
49728,2,ENSMUSG00000027620,156177731,['ENSMUST00000138381'],1,1,25,2,21,49728,Rbm39_ENSMUSG00000027620,Rbm39-213_ENSMUST00000138381,0,9775
49729,2,ENSMUSG00000027620,156177901,['ENSMUST00000137297'],1,1,25,2,21,49729,Rbm39_ENSMUSG00000027620,Rbm39-210_ENSMUST00000137297,0,9776
49730,2,ENSMUSG00000027620,156179580,['ENSMUST00000146297'],1,1,25,2,21,49730,Rbm39_ENSMUSG00000027620,Rbm39-217_ENSMUST00000146297,0,9777
49731,2,ENSMUSG00000027620,156179912,['ENSMUST00000154677'],1,1,25,2,21,49731,Rbm39_ENSMUSG00000027620,Rbm39-224_ENSMUST00000154677,0,9778
49732,2,ENSMUSG00000027620,156180142,['ENSMUST00000126992'],1,1,25,2,21,49732,Rbm39_ENSMUSG00000027620,Rbm39-204_ENSMUST00000126992,0,9779
49733,2,ENSMUSG00000027620,156180145,['ENSMUST00000137340'],1,1,25,2,21,49733,Rbm39_ENSMUSG00000027620,Rbm39-211_ENSMUST00000137340,0,9780
49734,2,ENSMUSG00000027620,156180147,['ENSMUST00000147098'],1,1,25,2,21,49734,Rbm39_ENSMUSG00000027620,Rbm39-219_ENSMUST00000147098,0,9781
49735,2,ENSMUSG00000027620,156180149,"['ENSMUST00000142071', 'ENSMUST00000152919']",2,2,25,2,21,49735,Rbm39_ENSMUSG00000027620,Rbm39-215_ENSMUST00000142071,0,9782
49735,2,ENSMUSG00000027620,156180149,"['ENSMUST00000142071', 'ENSMUST00000152919']",2,2,25,2,21,49735,Rbm39_ENSMUSG00000027620,Rbm39-222_ENSMUST00000152919,0,9782
49736,2,ENSMUSG00000027620,156180156,['ENSMUST00000137566'],1,1,25,2,21,49736,Rbm39_ENSMUSG00000027620,Rbm39-212_ENSMUST00000137566,0,9783
49737,2,ENSMUSG00000027620,156180159,['ENSMUST00000146288'],1,1,25,2,21,49737,Rbm39_ENSMUSG00000027620,Rbm39-216_ENSMUST00000146288,0,9784
49738,2,ENSMUSG00000027620,156180161,['ENSMUST00000146549'],1,1,25,2,21,49738,Rbm39_ENSMUSG00000027620,Rbm39-218_ENSMUST00000146549,0,9785
49739,2,ENSMUSG00000027620,156180167,['ENSMUST00000029149'],1,1,25,2,21,49739,Rbm39_ENSMUSG00000027620,Rbm39-201_ENSMUST00000029149,0,9786
49740,2,ENSMUSG00000027620,156180176,['ENSMUST00000155837'],1,1,25,2,21,49740,Rbm39_ENSMUSG00000027620,Rbm39-225_ENSMUST00000155837,0,9787
49741,2,ENSMUSG00000027620,156180184,['ENSMUST00000153514'],1,1,25,2,21,49741,Rbm39_ENSMUSG00000027620,Rbm39-223_ENSMUST00000153514,0,9788
49742,2,ENSMUSG00000027620,156180196,['ENSMUST00000132929'],1,1,25,2,21,49742,Rbm39_ENSMUSG00000027620,Rbm39-208_ENSMUST00000132929,0,9789
49743,2,ENSMUSG00000027620,156180212,['ENSMUST00000128243'],1,1,25,2,21,49743,Rbm39_ENSMUSG00000027620,Rbm39-205_ENSMUST00000128243,0,9790
49744,2,ENSMUSG00000027620,156180238,"['ENSMUST00000109587', 'ENSMUST00000109584']",2,2,25,2,21,49744,Rbm39_ENSMUSG00000027620,Rbm39-203_ENSMUST00000109587,0,9791
49744,2,ENSMUSG00000027620,156180238,"['ENSMUST00000109587', 'ENSMUST00000109584']",2,2,25,2,21,49744,Rbm39_ENSMUSG00000027620,Rbm39-202_ENSMUST00000109584,0,9791
49810,2,ENSMUSG00000027646,157424116,['ENSMUST00000145715'],1,1,8,2,6,49810,Src_ENSMUSG00000027646,Src-208_ENSMUST00000145715,0,9792
49811,2,ENSMUSG00000027646,157424280,['ENSMUST00000029175'],1,1,8,2,6,49811,Src_ENSMUSG00000027646,Src-201_ENSMUST00000029175,0,9793
49812,2,ENSMUSG00000027646,157424293,['ENSMUST00000092576'],1,1,8,2,6,49812,Src_ENSMUSG00000027646,Src-202_ENSMUST00000092576,0,9794
49813,2,ENSMUSG00000027646,157424392,"['ENSMUST00000133900', 'ENSMUST00000129770']",2,2,8,2,6,49813,Src_ENSMUSG00000027646,Src-207_ENSMUST00000133900,0,9795
49813,2,ENSMUSG00000027646,157424392,"['ENSMUST00000133900', 'ENSMUST00000129770']",2,2,8,2,6,49813,Src_ENSMUSG00000027646,Src-206_ENSMUST00000129770,0,9795
49814,2,ENSMUSG00000027646,157455671,['ENSMUST00000109531'],1,1,8,2,6,49814,Src_ENSMUSG00000027646,Src-204_ENSMUST00000109531,0,9796
49815,2,ENSMUSG00000027646,157457085,['ENSMUST00000109529'],1,1,8,2,6,49815,Src_ENSMUSG00000027646,Src-203_ENSMUST00000109529,0,9797
49844,2,ENSMUSG00000027655,158794807,"['ENSMUST00000029186', 'ENSMUST00000109478']",2,2,9,2,7,49844,Dhx35_ENSMUSG00000027655,Dhx35-201_ENSMUST00000029186,0,9798
49844,2,ENSMUSG00000027655,158794807,"['ENSMUST00000029186', 'ENSMUST00000109478']",2,2,9,2,7,49844,Dhx35_ENSMUSG00000027655,Dhx35-202_ENSMUST00000109478,0,9798
49845,2,ENSMUSG00000027655,158794862,['ENSMUST00000145692'],1,1,9,2,7,49845,Dhx35_ENSMUSG00000027655,Dhx35-205_ENSMUST00000145692,0,9799
49848,2,ENSMUSG00000027655,158794891,['ENSMUST00000148359'],1,1,9,2,7,49848,Dhx35_ENSMUSG00000027655,Dhx35-207_ENSMUST00000148359,0,9800
49849,2,ENSMUSG00000027655,158795923,['ENSMUST00000133720'],1,1,9,2,7,49849,Dhx35_ENSMUSG00000027655,Dhx35-203_ENSMUST00000133720,0,9801
49850,2,ENSMUSG00000027655,158827418,['ENSMUST00000157070'],1,1,9,2,7,49850,Dhx35_ENSMUSG00000027655,Dhx35-209_ENSMUST00000157070,0,9802
49851,2,ENSMUSG00000027655,158850629,['ENSMUST00000143195'],1,1,9,2,7,49851,Dhx35_ENSMUSG00000027655,Dhx35-204_ENSMUST00000143195,0,9803
49881,2,ENSMUSG00000032679,104095840,['ENSMUST00000153312'],1,1,3,2,1,49881,Cd59a_ENSMUSG00000032679,Cd59a-202_ENSMUST00000153312,0,9804
49899,2,ENSMUSG00000032802,152105516,"['ENSMUST00000137751', 'ENSMUST00000128882']",2,2,3,2,1,49899,Srxn1_ENSMUSG00000032802,Srxn1-203_ENSMUST00000137751,0,9805
49899,2,ENSMUSG00000032802,152105516,"['ENSMUST00000137751', 'ENSMUST00000128882']",2,2,3,2,1,49899,Srxn1_ENSMUSG00000032802,Srxn1-202_ENSMUST00000128882,0,9805
49900,2,ENSMUSG00000032802,152105524,['ENSMUST00000041500'],1,1,3,2,1,49900,Srxn1_ENSMUSG00000032802,Srxn1-201_ENSMUST00000041500,0,9806
49913,2,ENSMUSG00000032869,151720995,['ENSMUST00000125977'],1,1,6,2,4,49913,Psmf1_ENSMUSG00000032869,Psmf1-204_ENSMUST00000125977,0,9807
49915,2,ENSMUSG00000032869,151741293,"['ENSMUST00000155939', 'ENSMUST00000123449']",2,2,6,2,4,49915,Psmf1_ENSMUSG00000032869,Psmf1-206_ENSMUST00000155939,0,9808
49915,2,ENSMUSG00000032869,151741293,"['ENSMUST00000155939', 'ENSMUST00000123449']",2,2,6,2,4,49915,Psmf1_ENSMUSG00000032869,Psmf1-203_ENSMUST00000123449,0,9808
49916,2,ENSMUSG00000032869,151741310,['ENSMUST00000042452'],1,1,6,2,4,49916,Psmf1_ENSMUSG00000032869,Psmf1-201_ENSMUST00000042452,0,9809
49917,2,ENSMUSG00000032869,151744186,['ENSMUST00000109869'],1,1,6,2,4,49917,Psmf1_ENSMUSG00000032869,Psmf1-202_ENSMUST00000109869,0,9810
49918,2,ENSMUSG00000032966,151542483,['ENSMUST00000044011'],1,1,10,2,8,49918,Fkbp1a_ENSMUSG00000032966,Fkbp1a-201_ENSMUST00000044011,0,9811
49919,2,ENSMUSG00000032966,151542585,['ENSMUST00000142985'],1,1,10,2,8,49919,Fkbp1a_ENSMUSG00000032966,Fkbp1a-206_ENSMUST00000142985,0,9812
49921,2,ENSMUSG00000032966,151542615,['ENSMUST00000148295'],1,1,10,2,8,49921,Fkbp1a_ENSMUSG00000032966,Fkbp1a-209_ENSMUST00000148295,0,9813
49922,2,ENSMUSG00000032966,151542621,['ENSMUST00000143230'],1,1,10,2,8,49922,Fkbp1a_ENSMUSG00000032966,Fkbp1a-207_ENSMUST00000143230,0,9814
49923,2,ENSMUSG00000032966,151542696,['ENSMUST00000144171'],1,1,10,2,8,49923,Fkbp1a_ENSMUSG00000032966,Fkbp1a-208_ENSMUST00000144171,0,9815
49924,2,ENSMUSG00000032966,151542737,['ENSMUST00000148978'],1,1,10,2,8,49924,Fkbp1a_ENSMUSG00000032966,Fkbp1a-210_ENSMUST00000148978,0,9816
49925,2,ENSMUSG00000032966,151543899,['ENSMUST00000142271'],1,1,10,2,8,49925,Fkbp1a_ENSMUSG00000032966,Fkbp1a-205_ENSMUST00000142271,0,9817
49926,2,ENSMUSG00000032966,151545410,['ENSMUST00000132614'],1,1,10,2,8,49926,Fkbp1a_ENSMUSG00000032966,Fkbp1a-203_ENSMUST00000132614,0,9818
49944,2,ENSMUSG00000033213,122637850,['ENSMUST00000047498'],1,1,4,2,2,49944,AA467197_ENSMUSG00000033213,AA467197-201_ENSMUST00000047498,0,9819
49962,2,ENSMUSG00000033411,121956001,['ENSMUST00000036647'],1,1,9,2,7,49962,Ctdspl2_ENSMUSG00000033411,Ctdspl2-201_ENSMUST00000036647,0,9820
49963,2,ENSMUSG00000033411,121956411,['ENSMUST00000110578'],1,1,9,2,7,49963,Ctdspl2_ENSMUSG00000033411,Ctdspl2-204_ENSMUST00000110578,0,9821
49964,2,ENSMUSG00000033411,121956460,['ENSMUST00000138920'],1,1,9,2,7,49964,Ctdspl2_ENSMUSG00000033411,Ctdspl2-208_ENSMUST00000138920,0,9822
49965,2,ENSMUSG00000033411,121956480,['ENSMUST00000140570'],1,1,9,2,7,49965,Ctdspl2_ENSMUSG00000033411,Ctdspl2-209_ENSMUST00000140570,0,9823
49966,2,ENSMUSG00000033411,121956486,"['ENSMUST00000128883', 'ENSMUST00000131258']",2,2,9,2,7,49966,Ctdspl2_ENSMUSG00000033411,Ctdspl2-206_ENSMUST00000128883,0,9824
49966,2,ENSMUSG00000033411,121956486,"['ENSMUST00000128883', 'ENSMUST00000131258']",2,2,9,2,7,49966,Ctdspl2_ENSMUSG00000033411,Ctdspl2-207_ENSMUST00000131258,0,9824
49967,2,ENSMUSG00000033411,121956659,['ENSMUST00000110574'],1,1,9,2,7,49967,Ctdspl2_ENSMUSG00000033411,Ctdspl2-203_ENSMUST00000110574,0,9825
49968,2,ENSMUSG00000033411,121969082,['ENSMUST00000110572'],1,1,9,2,7,49968,Ctdspl2_ENSMUSG00000033411,Ctdspl2-202_ENSMUST00000110572,0,9826
49969,2,ENSMUSG00000033411,121978812,['ENSMUST00000127265'],1,1,9,2,7,49969,Ctdspl2_ENSMUSG00000033411,Ctdspl2-205_ENSMUST00000127265,0,9827
49979,2,ENSMUSG00000033526,121334504,['ENSMUST00000132613'],1,1,18,2,16,49979,Ppip5k1_ENSMUSG00000033526,Ppip5k1-210_ENSMUST00000132613,0,9828
49980,2,ENSMUSG00000033526,121336733,['ENSMUST00000127255'],1,1,18,2,16,49980,Ppip5k1_ENSMUSG00000033526,Ppip5k1-206_ENSMUST00000127255,0,9829
49981,2,ENSMUSG00000033526,121337023,['ENSMUST00000132617'],1,1,18,2,16,49981,Ppip5k1_ENSMUSG00000033526,Ppip5k1-211_ENSMUST00000132617,0,9830
49982,2,ENSMUSG00000033526,121337159,['ENSMUST00000155568'],1,1,18,2,16,49982,Ppip5k1_ENSMUSG00000033526,Ppip5k1-218_ENSMUST00000155568,0,9831
49983,2,ENSMUSG00000033526,121337163,['ENSMUST00000132114'],1,1,18,2,16,49983,Ppip5k1_ENSMUSG00000033526,Ppip5k1-209_ENSMUST00000132114,0,9832
49984,2,ENSMUSG00000033526,121341985,['ENSMUST00000142364'],1,1,18,2,16,49984,Ppip5k1_ENSMUSG00000033526,Ppip5k1-216_ENSMUST00000142364,0,9833
49985,2,ENSMUSG00000033526,121348791,['ENSMUST00000137087'],1,1,18,2,16,49985,Ppip5k1_ENSMUSG00000033526,Ppip5k1-214_ENSMUST00000137087,0,9834
49986,2,ENSMUSG00000033526,121350985,['ENSMUST00000110626'],1,1,18,2,16,49986,Ppip5k1_ENSMUSG00000033526,Ppip5k1-203_ENSMUST00000110626,0,9835
49987,2,ENSMUSG00000033526,121351017,['ENSMUST00000052029'],1,1,18,2,16,49987,Ppip5k1_ENSMUSG00000033526,Ppip5k1-201_ENSMUST00000052029,0,9836
49988,2,ENSMUSG00000033526,121355072,['ENSMUST00000140764'],1,1,18,2,16,49988,Ppip5k1_ENSMUSG00000033526,Ppip5k1-215_ENSMUST00000140764,0,9837
49989,2,ENSMUSG00000033526,121355075,['ENSMUST00000131661'],1,1,18,2,16,49989,Ppip5k1_ENSMUSG00000033526,Ppip5k1-208_ENSMUST00000131661,0,9838
49990,2,ENSMUSG00000033526,121355077,['ENSMUST00000134644'],1,1,18,2,16,49990,Ppip5k1_ENSMUSG00000033526,Ppip5k1-212_ENSMUST00000134644,0,9839
49991,2,ENSMUSG00000033526,121355284,['ENSMUST00000134796'],1,1,18,2,16,49991,Ppip5k1_ENSMUSG00000033526,Ppip5k1-213_ENSMUST00000134796,0,9840
49992,2,ENSMUSG00000033526,121355311,['ENSMUST00000150081'],1,1,18,2,16,49992,Ppip5k1_ENSMUSG00000033526,Ppip5k1-217_ENSMUST00000150081,0,9841
49993,2,ENSMUSG00000033526,121355330,"['ENSMUST00000110628', 'ENSMUST00000129276']",2,2,18,2,16,49993,Ppip5k1_ENSMUSG00000033526,Ppip5k1-205_ENSMUST00000110628,0,9842
49993,2,ENSMUSG00000033526,121355330,"['ENSMUST00000110628', 'ENSMUST00000129276']",2,2,18,2,16,49993,Ppip5k1_ENSMUSG00000033526,Ppip5k1-207_ENSMUST00000129276,0,9842
49994,2,ENSMUSG00000033526,121355333,['ENSMUST00000110627'],1,1,18,2,16,49994,Ppip5k1_ENSMUSG00000033526,Ppip5k1-204_ENSMUST00000110627,0,9843
49995,2,ENSMUSG00000033526,121355396,['ENSMUST00000110625'],1,1,18,2,16,49995,Ppip5k1_ENSMUSG00000033526,Ppip5k1-202_ENSMUST00000110625,0,9844
50023,2,ENSMUSG00000033943,119897232,['ENSMUST00000141776'],1,1,15,4,11,50023,Mga_ENSMUSG00000033943,Mga-210_ENSMUST00000141776,0,9845
50024,2,ENSMUSG00000033943,119897248,['ENSMUST00000129405'],1,1,15,4,11,50024,Mga_ENSMUSG00000033943,Mga-206_ENSMUST00000129405,0,9846
50025,2,ENSMUSG00000033943,119897305,['ENSMUST00000156510'],1,1,15,4,11,50025,Mga_ENSMUSG00000033943,Mga-215_ENSMUST00000156510,0,9847
50026,2,ENSMUSG00000033943,119921676,['ENSMUST00000150742'],1,1,15,4,11,50026,Mga_ENSMUSG00000033943,Mga-211_ENSMUST00000150742,0,9848
50027,2,ENSMUSG00000033943,119935188,['ENSMUST00000132054'],1,1,15,4,11,50027,Mga_ENSMUSG00000033943,Mga-208_ENSMUST00000132054,0,9849
50029,2,ENSMUSG00000033943,119935452,['ENSMUST00000152148'],1,1,15,4,11,50029,Mga_ENSMUSG00000033943,Mga-213_ENSMUST00000152148,0,9850
50030,2,ENSMUSG00000033943,119941251,['ENSMUST00000138851'],1,1,15,4,11,50030,Mga_ENSMUSG00000033943,Mga-209_ENSMUST00000138851,0,9851
50032,2,ENSMUSG00000033943,119958314,['ENSMUST00000122889'],1,1,15,4,11,50032,Mga_ENSMUSG00000033943,Mga-205_ENSMUST00000122889,0,9852
50033,2,ENSMUSG00000033943,119960405,['ENSMUST00000131396'],1,1,15,4,11,50033,Mga_ENSMUSG00000033943,Mga-207_ENSMUST00000131396,0,9853
50039,2,ENSMUSG00000033955,85058159,['ENSMUST00000048400'],1,1,7,2,5,50039,Tnks1bp1_ENSMUSG00000033955,Tnks1bp1-201_ENSMUST00000048400,0,9854
50056,2,ENSMUSG00000034101,84609677,['ENSMUST00000141151'],1,1,30,18,10,50056,Ctnnd1_ENSMUSG00000034101,Ctnnd1-227_ENSMUST00000141151,0,9855
50057,2,ENSMUSG00000034101,84609697,['ENSMUST00000150940'],1,1,30,18,10,50057,Ctnnd1_ENSMUSG00000034101,Ctnnd1-230_ENSMUST00000150940,0,9856
50058,2,ENSMUSG00000034101,84612578,['ENSMUST00000131926'],1,1,30,18,10,50058,Ctnnd1_ENSMUSG00000034101,Ctnnd1-226_ENSMUST00000131926,0,9857
50061,2,ENSMUSG00000034101,84649480,['ENSMUST00000036811'],1,1,30,18,10,50061,Ctnnd1_ENSMUSG00000034101,Ctnnd1-201_ENSMUST00000036811,0,9858
50062,2,ENSMUSG00000034101,84650510,['ENSMUST00000066177'],1,1,30,18,10,50062,Ctnnd1_ENSMUSG00000034101,Ctnnd1-202_ENSMUST00000066177,0,9859
50065,2,ENSMUSG00000034101,84650740,"['ENSMUST00000111670', 'ENSMUST00000111697']",2,2,30,18,10,50065,Ctnnd1_ENSMUSG00000034101,Ctnnd1-205_ENSMUST00000111670,0,9860
50065,2,ENSMUSG00000034101,84650740,"['ENSMUST00000111670', 'ENSMUST00000111697']",2,2,30,18,10,50065,Ctnnd1_ENSMUSG00000034101,Ctnnd1-223_ENSMUST00000111697,0,9860
50067,2,ENSMUSG00000034101,84650765,['ENSMUST00000111691'],1,1,30,18,10,50067,Ctnnd1_ENSMUSG00000034101,Ctnnd1-217_ENSMUST00000111691,0,9861
50157,2,ENSMUSG00000035236,39099410,['ENSMUST00000204500'],1,1,10,2,6,50157,Scai_ENSMUSG00000035236,Scai-210_ENSMUST00000204500,0,9862
50158,2,ENSMUSG00000035236,39108763,['ENSMUST00000131225'],1,1,10,2,6,50158,Scai_ENSMUSG00000035236,Scai-202_ENSMUST00000131225,0,9863
50159,2,ENSMUSG00000035236,39121157,['ENSMUST00000203399'],1,1,10,2,6,50159,Scai_ENSMUSG00000035236,Scai-206_ENSMUST00000203399,0,9864
50160,2,ENSMUSG00000035236,39190692,['ENSMUST00000204093'],1,1,10,2,6,50160,Scai_ENSMUSG00000035236,Scai-208_ENSMUST00000204093,0,9865
50161,2,ENSMUSG00000035236,39190705,['ENSMUST00000204404'],1,1,10,2,6,50161,Scai_ENSMUSG00000035236,Scai-209_ENSMUST00000204404,0,9866
50162,2,ENSMUSG00000035236,39190728,['ENSMUST00000142872'],1,1,10,2,6,50162,Scai_ENSMUSG00000035236,Scai-203_ENSMUST00000142872,0,9867
50163,2,ENSMUSG00000035236,39190730,"['ENSMUST00000147433', 'ENSMUST00000157038']",2,2,10,2,6,50163,Scai_ENSMUSG00000035236,Scai-204_ENSMUST00000147433,0,9868
50163,2,ENSMUSG00000035236,39190730,"['ENSMUST00000147433', 'ENSMUST00000157038']",2,2,10,2,6,50163,Scai_ENSMUSG00000035236,Scai-205_ENSMUST00000157038,0,9868
50164,2,ENSMUSG00000035236,39190734,"['ENSMUST00000038874', 'ENSMUST00000203872']",2,2,10,2,6,50164,Scai_ENSMUSG00000035236,Scai-201_ENSMUST00000038874,0,9869
50164,2,ENSMUSG00000035236,39190734,"['ENSMUST00000038874', 'ENSMUST00000203872']",2,2,10,2,6,50164,Scai_ENSMUSG00000035236,Scai-207_ENSMUST00000203872,0,9869
50167,2,ENSMUSG00000035268,163658386,"['ENSMUST00000147385', 'ENSMUST00000164399']",2,2,9,2,7,50167,Pkig_ENSMUSG00000035268,Pkig-207_ENSMUST00000147385,0,9870
50167,2,ENSMUSG00000035268,163658386,"['ENSMUST00000147385', 'ENSMUST00000164399']",2,2,9,2,7,50167,Pkig_ENSMUSG00000035268,Pkig-209_ENSMUST00000164399,0,9870
50168,2,ENSMUSG00000035268,163658399,['ENSMUST00000064703'],1,1,9,2,7,50168,Pkig_ENSMUSG00000035268,Pkig-201_ENSMUST00000064703,0,9871
50169,2,ENSMUSG00000035268,163658415,['ENSMUST00000099105'],1,1,9,2,7,50169,Pkig_ENSMUSG00000035268,Pkig-202_ENSMUST00000099105,0,9872
50170,2,ENSMUSG00000035268,163658458,['ENSMUST00000152418'],1,1,9,2,7,50170,Pkig_ENSMUSG00000035268,Pkig-208_ENSMUST00000152418,0,9873
50171,2,ENSMUSG00000035268,163658477,['ENSMUST00000126182'],1,1,9,2,7,50171,Pkig_ENSMUSG00000035268,Pkig-204_ENSMUST00000126182,0,9874
50172,2,ENSMUSG00000035268,163658480,['ENSMUST00000131228'],1,1,9,2,7,50172,Pkig_ENSMUSG00000035268,Pkig-205_ENSMUST00000131228,0,9875
50173,2,ENSMUSG00000035268,163661499,['ENSMUST00000135537'],1,1,9,2,7,50173,Pkig_ENSMUSG00000035268,Pkig-206_ENSMUST00000135537,0,9876
50174,2,ENSMUSG00000035268,163694038,['ENSMUST00000109400'],1,1,9,2,7,50174,Pkig_ENSMUSG00000035268,Pkig-203_ENSMUST00000109400,0,9877
50189,2,ENSMUSG00000035399,163411665,['ENSMUST00000139142'],1,1,7,2,5,50189,Oser1_ENSMUSG00000035399,Oser1-205_ENSMUST00000139142,0,9878
50190,2,ENSMUSG00000035399,163417096,['ENSMUST00000127038'],1,1,7,2,5,50190,Oser1_ENSMUSG00000035399,Oser1-204_ENSMUST00000127038,0,9879
50191,2,ENSMUSG00000035399,163419144,['ENSMUST00000140454'],1,1,7,2,5,50191,Oser1_ENSMUSG00000035399,Oser1-206_ENSMUST00000140454,0,9880
50192,2,ENSMUSG00000035399,163419528,['ENSMUST00000046908'],1,1,7,2,5,50192,Oser1_ENSMUSG00000035399,Oser1-201_ENSMUST00000046908,0,9881
